,_id,Month,Year,Rainfall,WPI
63bc2987d226d0c57693c262,63bc2987d226d0c57693c262,10,2015,42.9,153
63bc2987d226d0c57693c263,63bc2987d226d0c57693c263,11,2015,39.4,154.8
63bc2987d226d0c57693c264,63bc2987d226d0c57693c264,12,2015,15,153.8
63bc2987d226d0c57693c265,63bc2987d226d0c57693c265,1,2016,19.3,149.5
63bc2987d226d0c57693c266,63bc2987d226d0c57693c266,2,2016,22.8,145.8
63bc2987d226d0c57693c267,63bc2987d226d0c57693c267,3,2016,27.6,143.8
63bc2987d226d0c57693c268,63bc2987d226d0c57693c268,4,2016,37.4,159.1
63bc2987d226d0c57693c269,63bc2987d226d0c57693c269,5,2016,62.6,172.8
63bc2987d226d0c57693c26a,63bc2987d226d0c57693c26a,6,2016,168.3,188.5
63bc2987d226d0c57693c26b,63bc2987d226d0c57693c26b,7,2016,289.1,227.1
63bc2987d226d0c57693c26c,63bc2987d226d0c57693c26c,8,2016,256.3,225.7
63bc2987d226d0c57693c26d,63bc2987d226d0c57693c26d,9,2016,171.9,227.4
63bc2987d226d0c57693c26e,63bc2987d226d0c57693c26e,10,2016,76.1,262.3
63bc2987d226d0c57693c26f,63bc2987d226d0c57693c26f,11,2016,29.7,278.9
63bc2987d226d0c57693c270,63bc2987d226d0c57693c270,12,2016,14.9,270.3
63bc2987d226d0c57693c271,63bc2987d226d0c57693c271,1,2017,19,235.9
63bc2987d226d0c57693c272,63bc2987d226d0c57693c272,2,2017,22.6,200.4
63bc2987d226d0c57693c273,63bc2987d226d0c57693c273,3,2017,27.8,181.9
63bc2987d226d0c57693c274,63bc2987d226d0c57693c274,4,2017,37.9,183.4
63bc2987d226d0c57693c275,63bc2987d226d0c57693c275,5,2017,62.4,179.3
63bc2987d226d0c57693c276,63bc2987d226d0c57693c276,6,2017,168.1,174
63bc2987d226d0c57693c277,63bc2987d226d0c57693c277,7,2017,289.3,176
63bc2987d226d0c57693c278,63bc2987d226d0c57693c278,8,2017,256.2,176.7
63bc2987d226d0c57693c279,63bc2987d226d0c57693c279,9,2017,171.5,186.9
63bc2987d226d0c57693c27a,63bc2987d226d0c57693c27a,10,2017,76.3,177.9
63bc2987d226d0c57693c27b,63bc2987d226d0c57693c27b,11,2017,29.9,165
63bc2987d226d0c57693c27c,63bc2987d226d0c57693c27c,12,2017,15,152.9
63bc2987d226d0c57693c27d,63bc2987d226d0c57693c27d,1,2018,19.2,140.8
63bc2987d226d0c57693c27e,63bc2987d226d0c57693c27e,2,2018,20.1,134.7
63bc2987d226d0c57693c27f,63bc2987d226d0c57693c27f,3,2018,27.1,130.3
63bc2987d226d0c57693c280,63bc2987d226d0c57693c280,4,2018,40.2,127
63bc2987d226d0c57693c281,63bc2987d226d0c57693c281,5,2018,62.7,124.3
63bc2987d226d0c57693c282,63bc2987d226d0c57693c282,6,2018,165,121.6
63bc2987d226d0c57693c283,63bc2987d226d0c57693c283,7,2018,286.3,128.3
63bc2987d226d0c57693c284,63bc2987d226d0c57693c284,8,2018,254.3,135.7
63bc2987d226d0c57693c285,63bc2987d226d0c57693c285,9,2018,171.9,132.5
63bc2987d226d0c57693c286,63bc2987d226d0c57693c286,10,2018,77.2,135.7
63bc2987d226d0c57693c287,63bc2987d226d0c57693c287,11,2018,28.1,140.8
63bc2987d226d0c57693c288,63bc2987d226d0c57693c288,12,2018,14.1,146.7
