,_id,Month,Year,Rainfall,WPI
63bc2b28d226d0c57693c6ed,63bc2b28d226d0c57693c6ed,1,2017,19,167.6
63bc2b28d226d0c57693c6ee,63bc2b28d226d0c57693c6ee,2,2017,22.6,167.6
63bc2b28d226d0c57693c6ef,63bc2b28d226d0c57693c6ef,3,2017,27.8,167.6
63bc2b28d226d0c57693c6f0,63bc2b28d226d0c57693c6f0,4,2017,37.9,167.6
63bc2b28d226d0c57693c6f1,63bc2b28d226d0c57693c6f1,5,2017,62.4,167.6
63bc2b28d226d0c57693c6f2,63bc2b28d226d0c57693c6f2,6,2017,168.1,167.6
63bc2b28d226d0c57693c6f3,63bc2b28d226d0c57693c6f3,7,2017,289.3,167.6
63bc2b28d226d0c57693c6f4,63bc2b28d226d0c57693c6f4,8,2017,256.2,167.6
63bc2b28d226d0c57693c6f5,63bc2b28d226d0c57693c6f5,9,2017,171.5,167.6
63bc2b28d226d0c57693c6f6,63bc2b28d226d0c57693c6f6,10,2017,76.3,167.6
63bc2b28d226d0c57693c6f7,63bc2b28d226d0c57693c6f7,11,2017,29.9,169.5
63bc2b28d226d0c57693c6f8,63bc2b28d226d0c57693c6f8,12,2017,15,169.5
63bc2b28d226d0c57693c6f9,63bc2b28d226d0c57693c6f9,1,2018,19.2,169.5
63bc2b28d226d0c57693c6fa,63bc2b28d226d0c57693c6fa,2,2018,20.1,169.5
63bc2b28d226d0c57693c6fb,63bc2b28d226d0c57693c6fb,3,2018,27.1,169.5
63bc2b28d226d0c57693c6fc,63bc2b28d226d0c57693c6fc,4,2018,40.2,169.5
63bc2b28d226d0c57693c6fd,63bc2b28d226d0c57693c6fd,5,2018,62.7,169.5
63bc2b28d226d0c57693c6fe,63bc2b28d226d0c57693c6fe,6,2018,165,169.5
63bc2b28d226d0c57693c6ff,63bc2b28d226d0c57693c6ff,7,2018,286.3,169.5
63bc2b28d226d0c57693c700,63bc2b28d226d0c57693c700,8,2018,254.3,169.5
63bc2b28d226d0c57693c701,63bc2b28d226d0c57693c701,9,2018,171.9,169.5
63bc2b28d226d0c57693c702,63bc2b28d226d0c57693c702,10,2018,77.2,169.5
63bc2b28d226d0c57693c703,63bc2b28d226d0c57693c703,11,2018,28.1,169.5
63bc2b28d226d0c57693c704,63bc2b28d226d0c57693c704,12,2018,14.1,169.5
