,_id,Month,Year,Rainfall,WPI
636e33940e86372d005b5973,636e33940e86372d005b5973,6,2017,168.1,129.9
636e33940e86372d005b5974,636e33940e86372d005b5974,7,2017,289.3,131
636e33940e86372d005b5975,636e33940e86372d005b5975,8,2017,256.2,133.3
636e33940e86372d005b5976,636e33940e86372d005b5976,9,2017,171.5,134.6
636e33940e86372d005b5977,636e33940e86372d005b5977,10,2017,76.3,134.2
636e33940e86372d005b5978,636e33940e86372d005b5978,11,2017,29.9,135.6
636e33940e86372d005b5979,636e33940e86372d005b5979,12,2017,15,138.2
636e33940e86372d005b597a,636e33940e86372d005b597a,1,2018,19.2,137.6
636e33940e86372d005b597b,636e33940e86372d005b597b,2,2018,20.1,136.8
636e33940e86372d005b597c,636e33940e86372d005b597c,3,2018,27.1,136.1
636e33940e86372d005b597d,636e33940e86372d005b597d,4,2018,40.2,136.8
636e33940e86372d005b597e,636e33940e86372d005b597e,5,2018,62.7,136.9
636e33940e86372d005b597f,636e33940e86372d005b597f,6,2018,165,137.4
636e33940e86372d005b5980,636e33940e86372d005b5980,7,2018,286.3,140.8
636e33940e86372d005b5981,636e33940e86372d005b5981,8,2018,254.3,143.8
636e33940e86372d005b5982,636e33940e86372d005b5982,9,2018,171.9,145.6
636e33940e86372d005b5983,636e33940e86372d005b5983,10,2018,77.2,145.8
636e33940e86372d005b5984,636e33940e86372d005b5984,11,2018,28.1,146.6
636e33940e86372d005b5985,636e33940e86372d005b5985,12,2018,14.1,145.7
