,_id,Month,Year,Rainfall,WPI
63bc2a63d226d0c57693c4b1,63bc2a63d226d0c57693c4b1,3,2017,27.8,202.3
63bc2a63d226d0c57693c4b2,63bc2a63d226d0c57693c4b2,4,2017,37.9,201.6
63bc2a63d226d0c57693c4b3,63bc2a63d226d0c57693c4b3,5,2017,62.4,204.7
63bc2a63d226d0c57693c4b4,63bc2a63d226d0c57693c4b4,6,2017,168.1,206.7
63bc2a63d226d0c57693c4b5,63bc2a63d226d0c57693c4b5,7,2017,289.3,207.2
63bc2a63d226d0c57693c4b6,63bc2a63d226d0c57693c4b6,8,2017,256.2,205.4
63bc2a63d226d0c57693c4b7,63bc2a63d226d0c57693c4b7,9,2017,171.5,204.8
63bc2a63d226d0c57693c4b8,63bc2a63d226d0c57693c4b8,10,2017,76.3,205.9
63bc2a63d226d0c57693c4b9,63bc2a63d226d0c57693c4b9,11,2017,29.9,205.5
63bc2a63d226d0c57693c4ba,63bc2a63d226d0c57693c4ba,12,2017,15,203
63bc2a63d226d0c57693c4bb,63bc2a63d226d0c57693c4bb,1,2018,19.2,200.8
63bc2a63d226d0c57693c4bc,63bc2a63d226d0c57693c4bc,2,2018,20.1,190.2
63bc2a63d226d0c57693c4bd,63bc2a63d226d0c57693c4bd,3,2018,27.1,179.4
63bc2a63d226d0c57693c4be,63bc2a63d226d0c57693c4be,4,2018,40.2,169.5
63bc2a63d226d0c57693c4bf,63bc2a63d226d0c57693c4bf,5,2018,62.7,153.7
63bc2a63d226d0c57693c4c0,63bc2a63d226d0c57693c4c0,6,2018,165,141.7
63bc2a63d226d0c57693c4c1,63bc2a63d226d0c57693c4c1,7,2018,286.3,132.8
63bc2a63d226d0c57693c4c2,63bc2a63d226d0c57693c4c2,8,2018,254.3,130.9
63bc2a63d226d0c57693c4c3,63bc2a63d226d0c57693c4c3,9,2018,171.9,139.7
63bc2a63d226d0c57693c4c4,63bc2a63d226d0c57693c4c4,10,2018,77.2,140.8
63bc2a63d226d0c57693c4c5,63bc2a63d226d0c57693c4c5,11,2018,28.1,141.1
63bc2a63d226d0c57693c4c6,63bc2a63d226d0c57693c4c6,12,2018,14.1,141.1
