,_id,Month,Year,Rainfall,WPI
63bc2aa9d226d0c57693c554,63bc2aa9d226d0c57693c554,2,2017,22.6,242.9
63bc2aa9d226d0c57693c555,63bc2aa9d226d0c57693c555,3,2017,27.8,258
63bc2aa9d226d0c57693c556,63bc2aa9d226d0c57693c556,4,2017,37.9,252.8
63bc2aa9d226d0c57693c557,63bc2aa9d226d0c57693c557,5,2017,62.4,245
63bc2aa9d226d0c57693c558,63bc2aa9d226d0c57693c558,6,2017,168.1,237.5
63bc2aa9d226d0c57693c559,63bc2aa9d226d0c57693c559,7,2017,289.3,247
63bc2aa9d226d0c57693c55a,63bc2aa9d226d0c57693c55a,8,2017,256.2,261.9
63bc2aa9d226d0c57693c55b,63bc2aa9d226d0c57693c55b,9,2017,171.5,252.5
63bc2aa9d226d0c57693c55c,63bc2aa9d226d0c57693c55c,10,2017,76.3,233.7
63bc2aa9d226d0c57693c55d,63bc2aa9d226d0c57693c55d,11,2017,29.9,217.3
63bc2aa9d226d0c57693c55e,63bc2aa9d226d0c57693c55e,12,2017,15,217.6
63bc2aa9d226d0c57693c55f,63bc2aa9d226d0c57693c55f,1,2018,19.2,207.9
63bc2aa9d226d0c57693c560,63bc2aa9d226d0c57693c560,2,2018,20.1,214.9
63bc2aa9d226d0c57693c561,63bc2aa9d226d0c57693c561,3,2018,27.1,220.8
63bc2aa9d226d0c57693c562,63bc2aa9d226d0c57693c562,4,2018,40.2,213.5
63bc2aa9d226d0c57693c563,63bc2aa9d226d0c57693c563,5,2018,62.7,211.2
63bc2aa9d226d0c57693c564,63bc2aa9d226d0c57693c564,6,2018,165,208.3
63bc2aa9d226d0c57693c565,63bc2aa9d226d0c57693c565,7,2018,286.3,206.6
63bc2aa9d226d0c57693c566,63bc2aa9d226d0c57693c566,8,2018,254.3,216.2
63bc2aa9d226d0c57693c567,63bc2aa9d226d0c57693c567,9,2018,171.9,213
63bc2aa9d226d0c57693c568,63bc2aa9d226d0c57693c568,10,2018,77.2,214.1
63bc2aa9d226d0c57693c569,63bc2aa9d226d0c57693c569,11,2018,28.1,211.4
63bc2aa9d226d0c57693c56a,63bc2aa9d226d0c57693c56a,12,2018,14.1,212.9
